Date,Email,Name,Position,Seniority,Location,Studio,Client,Client Tag,Project,Project Tag,Team Name,Engagement,Email Leader,Year,Month,Day,DateDT,ID,Leader_ID
16Jan23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,2.97,ana.salas@tec.globant.com,2023,1,16,2023-01-16,32,26.0
17Jan23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.29,ana.salas@tec.globant.com,2023,1,17,2023-01-17,32,26.0
18Jan23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.0,ana.salas@tec.globant.com,2023,1,18,2023-01-18,32,26.0
19Jan23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.5,ana.salas@tec.globant.com,2023,1,19,2023-01-19,32,26.0
20Jan23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,2.72,ana.salas@tec.globant.com,2023,1,20,2023-01-20,32,26.0
23Jan23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.26,ana.salas@tec.globant.com,2023,1,23,2023-01-23,32,26.0
24Jan23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,2.88,ana.salas@tec.globant.com,2023,1,24,2023-01-24,32,26.0
25Jan23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,2.82,ana.salas@tec.globant.com,2023,1,25,2023-01-25,32,26.0
26Jan23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,2.9,ana.salas@tec.globant.com,2023,1,26,2023-01-26,32,26.0
27Jan23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,2.92,ana.salas@tec.globant.com,2023,1,27,2023-01-27,32,26.0
30Jan23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.61,ana.salas@tec.globant.com,2023,1,30,2023-01-30,32,26.0
31Jan23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.35,ana.salas@tec.globant.com,2023,1,31,2023-01-31,32,26.0
01Feb23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.48,ana.salas@tec.globant.com,2023,2,1,2023-02-01,32,26.0
02Feb23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.64,ana.salas@tec.globant.com,2023,2,2,2023-02-02,32,26.0
03Feb23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,2.92,ana.salas@tec.globant.com,2023,2,3,2023-02-03,32,26.0
07Feb23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.45,ana.salas@tec.globant.com,2023,2,7,2023-02-07,32,26.0
08Feb23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,2.89,ana.salas@tec.globant.com,2023,2,8,2023-02-08,32,26.0
09Feb23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.05,ana.salas@tec.globant.com,2023,2,9,2023-02-09,32,26.0
10Feb23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.17,ana.salas@tec.globant.com,2023,2,10,2023-02-10,32,26.0
13Feb23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.22,ana.salas@tec.globant.com,2023,2,13,2023-02-13,32,26.0
14Feb23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.23,ana.salas@tec.globant.com,2023,2,14,2023-02-14,32,26.0
15Feb23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.08,ana.salas@tec.globant.com,2023,2,15,2023-02-15,32,26.0
16Feb23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.49,ana.salas@tec.globant.com,2023,2,16,2023-02-16,32,26.0
17Feb23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.61,ana.salas@tec.globant.com,2023,2,17,2023-02-17,32,26.0
20Feb23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.25,ana.salas@tec.globant.com,2023,2,20,2023-02-20,32,26.0
21Feb23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.38,ana.salas@tec.globant.com,2023,2,21,2023-02-21,32,26.0
22Feb23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,2.77,ana.salas@tec.globant.com,2023,2,22,2023-02-22,32,26.0
23Feb23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,2.95,ana.salas@tec.globant.com,2023,2,23,2023-02-23,32,26.0
24Feb23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.69,ana.salas@tec.globant.com,2023,2,24,2023-02-24,32,26.0
27Feb23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,2.88,ana.salas@tec.globant.com,2023,2,27,2023-02-27,32,26.0
28Feb23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.7,ana.salas@tec.globant.com,2023,2,28,2023-02-28,32,26.0
01Mar23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.47,ana.salas@tec.globant.com,2023,3,1,2023-03-01,32,26.0
02Mar23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.18,ana.salas@tec.globant.com,2023,3,2,2023-03-02,32,26.0
03Mar23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.66,ana.salas@tec.globant.com,2023,3,3,2023-03-03,32,26.0
06Mar23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,2.86,ana.salas@tec.globant.com,2023,3,6,2023-03-06,32,26.0
07Mar23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,2.87,ana.salas@tec.globant.com,2023,3,7,2023-03-07,32,26.0
08Mar23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.08,ana.salas@tec.globant.com,2023,3,8,2023-03-08,32,26.0
09Mar23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.66,ana.salas@tec.globant.com,2023,3,9,2023-03-09,32,26.0
10Mar23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.62,ana.salas@tec.globant.com,2023,3,10,2023-03-10,32,26.0
13Mar23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.01,ana.salas@tec.globant.com,2023,3,13,2023-03-13,32,26.0
14Mar23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.39,ana.salas@tec.globant.com,2023,3,14,2023-03-14,32,26.0
15Mar23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.31,ana.salas@tec.globant.com,2023,3,15,2023-03-15,32,26.0
16Mar23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,2.73,ana.salas@tec.globant.com,2023,3,16,2023-03-16,32,26.0
17Mar23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.47,ana.salas@tec.globant.com,2023,3,17,2023-03-17,32,26.0
21Mar23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,2.75,ana.salas@tec.globant.com,2023,3,21,2023-03-21,32,26.0
22Mar23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.62,ana.salas@tec.globant.com,2023,3,22,2023-03-22,32,26.0
23Mar23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.05,ana.salas@tec.globant.com,2023,3,23,2023-03-23,32,26.0
24Mar23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.4,ana.salas@tec.globant.com,2023,3,24,2023-03-24,32,26.0
27Mar23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,0.22,ana.salas@tec.globant.com,2023,3,27,2023-03-27,32,26.0
28Mar23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,0.22,ana.salas@tec.globant.com,2023,3,28,2023-03-28,32,26.0
29Mar23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,0.22,ana.salas@tec.globant.com,2023,3,29,2023-03-29,32,26.0
30Mar23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,0.22,ana.salas@tec.globant.com,2023,3,30,2023-03-30,32,26.0
31Mar23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,2.92,ana.salas@tec.globant.com,2023,3,31,2023-03-31,32,26.0
03Apr23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.62,ana.salas@tec.globant.com,2023,4,3,2023-04-03,32,26.0
04Apr23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.08,ana.salas@tec.globant.com,2023,4,4,2023-04-04,32,26.0
05Apr23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.41,ana.salas@tec.globant.com,2023,4,5,2023-04-05,32,26.0
06Apr23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,2.92,ana.salas@tec.globant.com,2023,4,6,2023-04-06,32,26.0
10Apr23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.49,ana.salas@tec.globant.com,2023,4,10,2023-04-10,32,26.0
11Apr23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.11,ana.salas@tec.globant.com,2023,4,11,2023-04-11,32,26.0
12Apr23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.05,ana.salas@tec.globant.com,2023,4,12,2023-04-12,32,26.0
13Apr23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,2.82,ana.salas@tec.globant.com,2023,4,13,2023-04-13,32,26.0
14Apr23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.29,ana.salas@tec.globant.com,2023,4,14,2023-04-14,32,26.0
17Apr23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.08,ana.salas@tec.globant.com,2023,4,17,2023-04-17,32,26.0
18Apr23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.44,ana.salas@tec.globant.com,2023,4,18,2023-04-18,32,26.0
19Apr23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.05,ana.salas@tec.globant.com,2023,4,19,2023-04-19,32,26.0
20Apr23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.07,ana.salas@tec.globant.com,2023,4,20,2023-04-20,32,26.0
21Apr23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.03,ana.salas@tec.globant.com,2023,4,21,2023-04-21,32,26.0
24Apr23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.04,ana.salas@tec.globant.com,2023,4,24,2023-04-24,32,26.0
25Apr23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.55,ana.salas@tec.globant.com,2023,4,25,2023-04-25,32,26.0
26Apr23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,2.75,ana.salas@tec.globant.com,2023,4,26,2023-04-26,32,26.0
27Apr23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,2.78,ana.salas@tec.globant.com,2023,4,27,2023-04-27,32,26.0
28Apr23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.17,ana.salas@tec.globant.com,2023,4,28,2023-04-28,32,26.0
02May23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.57,ana.salas@tec.globant.com,2023,5,2,2023-05-02,32,26.0
03May23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,2.84,ana.salas@tec.globant.com,2023,5,3,2023-05-03,32,26.0
04May23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,2.91,ana.salas@tec.globant.com,2023,5,4,2023-05-04,32,26.0
05May23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,2.81,ana.salas@tec.globant.com,2023,5,5,2023-05-05,32,26.0
08May23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.54,ana.salas@tec.globant.com,2023,5,8,2023-05-08,32,26.0
09May23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.28,ana.salas@tec.globant.com,2023,5,9,2023-05-09,32,26.0
10May23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.6,ana.salas@tec.globant.com,2023,5,10,2023-05-10,32,26.0
11May23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,2.96,ana.salas@tec.globant.com,2023,5,11,2023-05-11,32,26.0
12May23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.13,ana.salas@tec.globant.com,2023,5,12,2023-05-12,32,26.0
15May23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.36,ana.salas@tec.globant.com,2023,5,15,2023-05-15,32,26.0
16May23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.17,ana.salas@tec.globant.com,2023,5,16,2023-05-16,32,26.0
17May23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,2.83,ana.salas@tec.globant.com,2023,5,17,2023-05-17,32,26.0
18May23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.38,ana.salas@tec.globant.com,2023,5,18,2023-05-18,32,26.0
19May23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.5,ana.salas@tec.globant.com,2023,5,19,2023-05-19,32,26.0
22May23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,2.85,ana.salas@tec.globant.com,2023,5,22,2023-05-22,32,26.0
23May23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,2.82,ana.salas@tec.globant.com,2023,5,23,2023-05-23,32,26.0
24May23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.23,ana.salas@tec.globant.com,2023,5,24,2023-05-24,32,26.0
25May23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.06,ana.salas@tec.globant.com,2023,5,25,2023-05-25,32,26.0
26May23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,2.99,ana.salas@tec.globant.com,2023,5,26,2023-05-26,32,26.0
29May23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,2.82,ana.salas@tec.globant.com,2023,5,29,2023-05-29,32,26.0
30May23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.6,ana.salas@tec.globant.com,2023,5,30,2023-05-30,32,26.0
31May23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.29,ana.salas@tec.globant.com,2023,5,31,2023-05-31,32,26.0
01Jun23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.51,ana.salas@tec.globant.com,2023,6,1,2023-06-01,32,26.0
02Jun23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,0.22,ana.salas@tec.globant.com,2023,6,2,2023-06-02,32,26.0
05Jun23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,0.22,ana.salas@tec.globant.com,2023,6,5,2023-06-05,32,26.0
06Jun23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,0.22,ana.salas@tec.globant.com,2023,6,6,2023-06-06,32,26.0
07Jun23,miguel.castaneda@tec.globant.com,Miguel Castañeda,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,0.22,ana.salas@tec.globant.com,2023,6,7,2023-06-07,32,26.0
