Date,Email,Name,Position,Seniority,Location,Studio,Client,Client Tag,Project,Project Tag,Team Name,Engagement,Year,Month,Day,DateDT,ID
07Feb23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,2,7,2023-02-07,20
08Feb23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,2,8,2023-02-08,20
09Feb23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,2,9,2023-02-09,20
10Feb23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,2,10,2023-02-10,20
13Feb23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,2,13,2023-02-13,20
14Feb23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,2,14,2023-02-14,20
15Feb23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,2,15,2023-02-15,20
16Feb23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,2,16,2023-02-16,20
17Feb23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,2,17,2023-02-17,20
20Feb23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,2,20,2023-02-20,20
21Feb23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,2,21,2023-02-21,20
22Feb23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,2,22,2023-02-22,20
23Feb23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,2,23,2023-02-23,20
24Feb23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,2,24,2023-02-24,20
27Feb23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,2,27,2023-02-27,20
28Feb23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,2,28,2023-02-28,20
01Mar23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,3,1,2023-03-01,20
02Mar23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,3,2,2023-03-02,20
03Mar23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,3,3,2023-03-03,20
06Mar23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,3,6,2023-03-06,20
07Mar23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,3,7,2023-03-07,20
08Mar23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,3,8,2023-03-08,20
09Mar23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,3,9,2023-03-09,20
10Mar23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,3,10,2023-03-10,20
13Mar23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,3,13,2023-03-13,20
14Mar23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,3,14,2023-03-14,20
15Mar23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,3,15,2023-03-15,20
16Mar23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,3,16,2023-03-16,20
17Mar23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,3,17,2023-03-17,20
21Mar23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,3,21,2023-03-21,20
22Mar23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,3,22,2023-03-22,20
23Mar23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,3,23,2023-03-23,20
24Mar23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,3,24,2023-03-24,20
27Mar23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,3,27,2023-03-27,20
28Mar23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,3,28,2023-03-28,20
29Mar23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,3,29,2023-03-29,20
30Mar23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,3,30,2023-03-30,20
31Mar23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,3,31,2023-03-31,20
03Apr23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,4,3,2023-04-03,20
04Apr23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,4,4,2023-04-04,20
05Apr23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,4,5,2023-04-05,20
06Apr23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,4,6,2023-04-06,20
10Apr23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,4,10,2023-04-10,20
11Apr23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,4,11,2023-04-11,20
12Apr23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,4,12,2023-04-12,20
13Apr23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,4,13,2023-04-13,20
14Apr23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,4,14,2023-04-14,20
17Apr23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,4,17,2023-04-17,20
18Apr23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,4,18,2023-04-18,20
19Apr23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,4,19,2023-04-19,20
20Apr23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,4,20,2023-04-20,20
21Apr23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,4,21,2023-04-21,20
24Apr23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,4,24,2023-04-24,20
25Apr23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,4,25,2023-04-25,20
26Apr23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,4,26,2023-04-26,20
27Apr23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,4,27,2023-04-27,20
28Apr23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,4,28,2023-04-28,20
02May23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,5,2,2023-05-02,20
03May23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,5,3,2023-05-03,20
04May23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,5,4,2023-05-04,20
05May23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,5,5,2023-05-05,20
08May23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,5,8,2023-05-08,20
09May23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,5,9,2023-05-09,20
10May23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,5,10,2023-05-10,20
11May23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,5,11,2023-05-11,20
12May23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,5,12,2023-05-12,20
15May23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,5,15,2023-05-15,20
16May23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,5,16,2023-05-16,20
17May23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,5,17,2023-05-17,20
18May23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,5,18,2023-05-18,20
19May23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,5,19,2023-05-19,20
22May23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,5,22,2023-05-22,20
23May23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,5,23,2023-05-23,20
24May23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,5,24,2023-05-24,20
25May23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,5,25,2023-05-25,20
26May23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,5,26,2023-05-26,20
29May23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,5,29,2023-05-29,20
30May23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,5,30,2023-05-30,20
31May23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,5,31,2023-05-31,20
01Jun23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,6,1,2023-06-01,20
02Jun23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,6,2,2023-06-02,20
05Jun23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,5.0,2023,6,5,2023-06-05,20
06Jun23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,3.82,2023,6,6,2023-06-06,20
7Jun23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,3.33,2023,6,7,2023-06-07,20
08Jun23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,3.29,2023,6,8,2023-06-08,20
09Jun23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,3.55,2023,6,9,2023-06-09,20
12Jun23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,3.59,2023,6,12,2023-06-12,20
13Jun23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,3.47,2023,6,13,2023-06-13,20
14Jun23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,3.51,2023,6,14,2023-06-14,20
15Jun23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,3.96,2023,6,15,2023-06-15,20
16Jun23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,3.32,2023,6,16,2023-06-16,20
19Jun23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,3.03,2023,6,19,2023-06-19,20
20Jun23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,3.55,2023,6,20,2023-06-20,20
21Jun23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,3.03,2023,6,21,2023-06-21,20
22Jun23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,3.16,2023,6,22,2023-06-22,20
23Jun23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,3.06,2023,6,23,2023-06-23,20
26Jun23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,3.55,2023,6,26,2023-06-26,20
27Jun23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,3.06,2023,6,27,2023-06-27,20
28Jun23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,3.23,2023,6,28,2023-06-28,20
29Jun23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,3.12,2023,6,29,2023-06-29,20
30Jun23,alberto.cordero@tec.globant.com,Alberto Cordero,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,3.15,2023,6,30,2023-06-30,20
02Jan23,ana.salas@tec.globant.com,Ana Salas,Technology Consultant,Sr Level 2,CL/RM/SCL,Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.23,2023,1,2,2023-01-02,26
03Jan23,ana.salas@tec.globant.com,Ana Salas,Technology Consultant,Sr Level 2,CL/RM/SCL,Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.02,2023,1,3,2023-01-03,26
04Jan23,ana.salas@tec.globant.com,Ana Salas,Technology Consultant,Sr Level 2,CL/RM/SCL,Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.0,2023,1,4,2023-01-04,26
05Jan23,ana.salas@tec.globant.com,Ana Salas,Technology Consultant,Sr Level 2,CL/RM/SCL,Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,2.91,2023,1,5,2023-01-05,26
06Jan23,ana.salas@tec.globant.com,Ana Salas,Technology Consultant,Sr Level 2,CL/RM/SCL,Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.3,2023,1,6,2023-01-06,26
09Jan23,ana.salas@tec.globant.com,Ana Salas,Technology Consultant,Sr Level 2,CL/RM/SCL,Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,2.73,2023,1,9,2023-01-09,26
10Jan23,ana.salas@tec.globant.com,Ana Salas,Technology Consultant,Sr Level 2,CL/RM/SCL,Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.11,2023,1,10,2023-01-10,26
11Jan23,ana.salas@tec.globant.com,Ana Salas,Technology Consultant,Sr Level 2,CL/RM/SCL,Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,2.49,2023,1,11,2023-01-11,26
12Jan23,ana.salas@tec.globant.com,Ana Salas,Technology Consultant,Sr Level 2,CL/RM/SCL,Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,2.6,2023,1,12,2023-01-12,26
13Jan23,ana.salas@tec.globant.com,Ana Salas,Technology Consultant,Sr Level 2,CL/RM/SCL,Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,3.04,2023,1,13,2023-01-13,26
16Jan23,ana.salas@tec.globant.com,Ana Salas,Technology Consultant,Sr Level 2,CL/RM/SCL,Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,2.58,2023,1,16,2023-01-16,26
